"jobId","createdAt","updatedAt","jobStatus","accountId","previousUsername","currentMongoUsername","proposedName","appliedUsername","itemStatus","mismatchType","prompt","error"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c612916867bec510f8ee10","gabrielle.bass7","gabrielle.bass7","thirtyseconds","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@gabrielle.bass7 current: https://www.tiktok.com/@gabrielle.bass7"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c6648f6867bec510f8eed3","claudecollier","claudecollier","thirtyseconder","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@claudecollier current: https://www.tiktok.com/@claudecollier"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c666846867bec510f8eed7","lynnheathcoat","lynnheathcoat","chronozone2","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Save button not visible after entering username"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c6684c6867bec510f8eeda","amymclaughlin92","amymclaughlin92","letovibes","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@amymclaughlin92 current: https://www.tiktok.com/@amymclaughlin92"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c669546867bec510f8eede","jamiewiersma0","jamiewiersma0","jaredletos","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@jamiewiersma0 current: https://www.tiktok.com/@jamiewiersma0"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c66a6c6867bec510f8eee0","williamamos24","williamamos24","chrono33","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@williamamos24 current: https://www.tiktok.com/@williamamos24"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c66c076867bec510f8eee1","jasonfuentes7","jasonfuentes7","letorevolution","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@jasonfuentes7 current: https://www.tiktok.com/@jasonfuentes7"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c66cb96867bec510f8eee2","davidsziraki1","davidsziraki1","second2mars","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@davidsziraki1 current: https://www.tiktok.com/@davidsziraki1"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c66d9b6867bec510f8eefb","sabakhanvlach","sabakhanvlach","chrono4m","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@sabakhanvlach current: https://www.tiktok.com/@sabakhanvlach"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c66e406867bec510f8eefc","teairamcmurtry","teairamcmurtry","chronozone3","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@teairamcmurtry current: https://www.tiktok.com/@teairamcmurtry"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c66ee96867bec510f8ef01","joaquinmunoz38","joaquinmunoz38","letosounds","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@joaquinmunoz38 current: https://www.tiktok.com/@joaquinmunoz38"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c66fd16867bec510f8ef05","tiffanynyachae","tiffanynyachae","chrono3d","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@tiffanynyachae current: https://www.tiktok.com/@tiffanynyachae"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c670cd6867bec510f8ef07","ahyoungsong","ahyoungsong","letoreloaded","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@ahyoungsong current: https://www.tiktok.com/@ahyoungsong"
"69c92bb6ad07e1973405f68c","2026-03-29T13:40:06.764Z","2026-03-29T14:18:17.417Z","done","69c6713c6867bec510f8ef08","keffrelynbrown","keffrelynbrown","letosongbookr","","failed","groq_candidate_not_in_mongo","ou want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@keffrelynbrown current: https://www.tiktok.com/@keffrelynbrown"
"69c90bd955b3e6959aca6bbf","2026-03-29T11:24:09.643Z","2026-03-29T11:24:13.741Z","failed","69c361046867bec510f8e637","tamia.buckner","tamia.buckner","letovibesonly","","running","groq_candidate_not_in_mongo","jaredleto99884",""
"69c8a792d61382e93df2ed5d","2026-03-29T04:16:18.909Z","2026-03-29T04:18:20.717Z","running","69c670cd6867bec510f8ef07","ahyoungsong","ahyoungsong","thirtysecondstate","","failed","groq_candidate_not_in_mongo","want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto



Like this yes","Save button not visible after entering username"
"69c8a792d61382e93df2ed5d","2026-03-29T04:16:18.909Z","2026-03-29T04:18:20.717Z","running","69c6713c6867bec510f8ef08","keffrelynbrown","keffrelynbrown","letochronicles","","running","groq_candidate_not_in_mongo","want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto



Like this yes",""
"69c8a5e7d8f034582dc9a8fd","2026-03-29T04:09:11.779Z","2026-03-29T04:09:46.222Z","running","69c670cd6867bec510f8ef07","ahyoungsong","ahyoungsong","thirtysecvibes","","failed","groq_candidate_not_in_mongo","i want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto



Like this yes","Edit profile not found (must be logged in as this account). URL: https://www.tiktok.com/@ahyoungsong current: https://www.tiktok.com/@ahyoungsong"
"69c8a352d8f034582dc9a8ad","2026-03-29T03:58:10.528Z","2026-03-29T03:58:35.517Z","done","69c670cd6867bec510f8ef07","ahyoungsong","ahyoungsong","tothemars","","failed","groq_candidate_not_in_mongo","You want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto



Like this yes","Edit profile not found (open your own profile while logged in, or TikTok changed the UI). URL: https://www.tiktok.com/@ahyoungsong"
"69c8a352d8f034582dc9a8ad","2026-03-29T03:58:10.528Z","2026-03-29T03:58:35.517Z","done","69c6713c6867bec510f8ef08","keffrelynbrown","keffrelynbrown","byjaredlet","","failed","groq_candidate_not_in_mongo","You want all acc usernme to be similar

Jared letofanpage
Jared leto
30 second to mars 
30second
30secondbyleto



Like this yes","Edit profile not found (open your own profile while logged in, or TikTok changed the UI). URL: https://www.tiktok.com/@keffrelynbrown"
